airline_id,dep_airport,des_airport,dep_name,dep_city,dep_country,dep_lat,dep_lng,total,des_name,des_city,des_country,airport_id,des_lat,des_lng,alt
EV,EWR,RIC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2454,Richmond International Airport,Richmond,United States,RIC,37.50519943,-77.31970215,167
9E,JFK,ROC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2416,Greater Rochester International Airport,Rochester,United States,ROC,43.1189003,-77.67240143,559
MQ,JFK,IND,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2077,Indianapolis International Airport,Indianapolis,United States,IND,39.7173,-86.294403,797
B6,EWR,TPA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
DL,LGA,BUF,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4681,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,728
MQ,JFK,PIT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
MQ,JFK,CMH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3524,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,815
9E,JFK,BWI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1781,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,39.1754,-76.668297,146
EV,EWR,GSP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,849,Greenville Spartanburg International Airport,Greenville,United States,GSP,34.89569855,-82.21890259,964
EV,EWR,GRR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,765,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,42.88079834,-85.52279663,794
DL,JFK,SAN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2737,San Diego International Airport,San Diego,United States,SAN,32.73360062,-117.1900024,17
UA,LGA,CLE,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4573,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.4117012,-81.84980011,791
9E,JFK,ORD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
EV,EWR,MCI,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2008,Kansas City International Airport,Kansas City,United States,MCI,39.2976,-94.713898,1026
9E,JFK,IND,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2077,Indianapolis International Airport,Indianapolis,United States,IND,39.7173,-86.294403,797
9E,JFK,BNA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
AA,JFK,DFW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,8738,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,607
9E,JFK,BOS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
MQ,JFK,CVG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3941,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,896
EV,LGA,PIT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
DL,JFK,RSW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3537,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619957,-81.75520325,30
EV,EWR,BNA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
EV,JFK,IAD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5700,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,312
9E,JFK,PHL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1632,Philadelphia International Airport,Philadelphia,United States,PHL,39.87189865,-75.2410965,36
DL,LGA,MCI,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2008,Kansas City International Airport,Kansas City,United States,MCI,39.2976,-94.713898,1026
DL,JFK,FLL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,12055,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,9
DL,JFK,DEN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
DL,JFK,AUS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2439,Austin Bergstrom International Airport,Austin,United States,AUS,30.19449997,-97.66989899,542
AA,JFK,EGE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,213,Eagle County Regional Airport,Vail,United States,EGE,39.64260101,-106.9179993,6548
AA,JFK,LAS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5997,McCarran International Airport,Las Vegas,United States,LAS,36.08010101,-115.1520004,2181
WN,EWR,STL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4339,St Louis Lambert International Airport,St. Louis,United States,STL,38.748697,-90.370003,618
MQ,JFK,ORF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1536,Norfolk International Airport,Norfolk,United States,ORF,36.89459991,-76.20120239,26
AA,JFK,AUS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2439,Austin Bergstrom International Airport,Austin,United States,AUS,30.19449997,-97.66989899,542
UA,EWR,SAT,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,686,San Antonio International Airport,San Antonio,United States,SAT,29.53370094,-98.46980286,809
AA,JFK,ORD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
AA,JFK,SAN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2737,San Diego International Airport,San Diego,United States,SAN,32.73360062,-117.1900024,17
EV,EWR,SDF,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1157,Louisville International Standiford Field,Louisville,United States,SDF,38.1744,-85.736,501
B6,JFK,PHX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4656,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,33.43429947,-112.012001,1135
DL,JFK,PDX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1354,Portland International Airport,Portland,United States,PDX,45.58869934,-122.5979996,31
9E,JFK,RDU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,8163,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,35.87760162,-78.78749847,435
UA,EWR,PDX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1354,Portland International Airport,Portland,United States,PDX,45.58869934,-122.5979996,31
B6,JFK,SJC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,329,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,37.362598,-121.929001,62
EV,EWR,OMA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,849,Eppley Airfield,Omaha,United States,OMA,41.3032,-95.894096,984
AA,EWR,LAX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
DL,JFK,MSP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
AA,JFK,SEA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3923,Seattle Tacoma International Airport,Seattle,United States,SEA,47.449001,-122.308998,433
9E,JFK,DTW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,9384,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.21239853,-83.35340118,645
9E,JFK,CHS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2884,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,46
MQ,LGA,CRW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,138,Yeager Airport,Charleston,United States,CRW,38.37310028,-81.59320068,981
9E,JFK,MSY,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3799,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057,-90.25800323,4
B6,JFK,OAK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,312,Metropolitan Oakland International Airport,Oakland,United States,OAK,37.721298,-122.221001,9
DL,JFK,TPA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
B6,JFK,SLC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2467,Salt Lake City International Airport,Salt Lake City,United States,SLC,40.78839874,-111.9779968,4227
DL,JFK,PHX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4656,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,33.43429947,-112.012001,1135
B6,JFK,SMF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,284,Sacramento International Airport,Sacramento,United States,SMF,38.69540024,-121.5910034,27
UA,EWR,BQN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,896,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,18.49489975,-67.12940216,237
MQ,JFK,BNA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
9E,JFK,DFW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,8738,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,607
AA,JFK,TPA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
9E,JFK,JAX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2720,Jacksonville International Airport,Jacksonville,United States,JAX,30.49410057,-81.68789673,30
EV,EWR,TUL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,315,Tulsa International Airport,Tulsa,United States,TUL,36.19839859,-95.88809967,677
9E,JFK,PIT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
DL,JFK,SAT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,686,San Antonio International Airport,San Antonio,United States,SAT,29.53370094,-98.46980286,809
EV,EWR,TYS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,631,McGhee Tyson Airport,Knoxville,United States,TYS,35.81100082,-83.9940033,981
EV,EWR,OKC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,346,Will Rogers World Airport,Oklahoma City,United States,OKC,35.39310074,-97.60070038,1295
9E,JFK,CLE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4573,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.4117012,-81.84980011,791
9E,JFK,CVG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3941,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,896
9E,JFK,DCA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,9705,Ronald Reagan Washington National Airport,Washington,United States,DCA,38.8521,-77.037697,15
B6,JFK,PDX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1354,Portland International Airport,Portland,United States,PDX,45.58869934,-122.5979996,31
EV,EWR,PVD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,376,Theodore Francis Green State Airport,Providence,United States,PVD,41.732601,-71.420403,55
EV,EWR,DSM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,569,Des Moines International Airport,Des Moines,United States,DSM,41.5340004,-93.6631012,958
B6,JFK,DEN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7266,Denver International Airport,Denver,United States,DEN,39.86169815,-104.6729965,5431
B6,JFK,PSE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,365,Mercedita Airport,Ponce,Puerto Rico,PSE,18.00830078,-66.56300354,29
DL,LGA,CVG,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3941,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,896
9E,EWR,CVG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3941,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,896
DL,EWR,MSP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
EV,EWR,ORF,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1536,Norfolk International Airport,Norfolk,United States,ORF,36.89459991,-76.20120239,26
EV,EWR,XNA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1036,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,36.281898,-94.306801,1287
DL,LGA,MEM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1789,Memphis International Airport,Memphis,United States,MEM,35.04240036,-89.97669983,341
9E,LGA,GRR,La Guardia Airport,New York,United States,40.77719879,-73.87259674,765,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,42.88079834,-85.52279663,794
9E,JFK,CLT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
9E,JFK,ORF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1536,Norfolk International Airport,Norfolk,United States,ORF,36.89459991,-76.20120239,26
9E,LGA,RIC,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2454,Richmond International Airport,Richmond,United States,RIC,37.50519943,-77.31970215,167
EV,LGA,ROC,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2416,Greater Rochester International Airport,Rochester,United States,ROC,43.1189003,-77.67240143,559
9E,JFK,MEM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1789,Memphis International Airport,Memphis,United States,MEM,35.04240036,-89.97669983,341
DL,LGA,PIT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
9E,JFK,SAT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,686,San Antonio International Airport,San Antonio,United States,SAT,29.53370094,-98.46980286,809
9E,LGA,TYS,La Guardia Airport,New York,United States,40.77719879,-73.87259674,631,McGhee Tyson Airport,Knoxville,United States,TYS,35.81100082,-83.9940033,981
EV,LGA,BHM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,297,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,33.56290054,-86.75350189,650
DL,LGA,PWM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2352,Portland International Jetport Airport,Portland,United States,PWM,43.64619827,-70.30930328,76
EV,LGA,BUF,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4681,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,728
EV,EWR,MSY,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3799,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057,-90.25800323,4
YV,LGA,IAD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,5700,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,312
9E,EWR,MSP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7185,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802,841
EV,EWR,CAE,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,116,Columbia Metropolitan Airport,Columbia,United States,CAE,33.93880081,-81.11949921,236
9E,JFK,RIC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2454,Richmond International Airport,Richmond,United States,RIC,37.50519943,-77.31970215,167
EV,EWR,PHL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1632,Philadelphia International Airport,Philadelphia,United States,PHL,39.87189865,-75.2410965,36
9E,JFK,ATL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
9E,EWR,DTW,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,9384,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.21239853,-83.35340118,645
UA,EWR,MSY,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3799,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057,-90.25800323,4
UA,EWR,HDN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,15,Yampa Valley Airport,Hayden,United States,HDN,40.48120117,-107.2180023,6606
EV,EWR,BOS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,15508,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325,20
UA,EWR,BZN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,36,Gallatin Field,Bozeman,United States,BZN,45.77750015,-111.1529999,4473
UA,EWR,MTJ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,15,Montrose Regional Airport,Montrose CO,United States,MTJ,38.50979996,-107.8939972,5759
DL,JFK,STT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,522,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,18.33729935,-64.9733963,23
DL,LGA,EYW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17,Key West International Airport,Key West,United States,EYW,24.55610085,-81.75959778,3
VX,JFK,PSP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,19,Palm Springs International Airport,Palm Springs,United States,PSP,33.82970047,-116.5070038,477
EV,LGA,GSO,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1606,Piedmont Triad International Airport,Greensboro,United States,GSO,36.09780121,-79.93730164,925
9E,JFK,CMH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3524,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,815
WN,LGA,BNA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
EV,LGA,RDU,La Guardia Airport,New York,United States,40.77719879,-73.87259674,8163,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,35.87760162,-78.78749847,435
US,JFK,PHL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1632,Philadelphia International Airport,Philadelphia,United States,PHL,39.87189865,-75.2410965,36
EV,LGA,ATL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
OO,LGA,ORD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,17283,Chicago O'Hare International Airport,Chicago,United States,ORD,41.9786,-87.9048,672
DL,JFK,BNA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
9E,LGA,PIT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
WN,EWR,BNA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
WN,LGA,HOU,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2115,William P Hobby Airport,Houston,United States,HOU,29.64539909,-95.27890015,46
B6,JFK,CHS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2884,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,46
MQ,JFK,TPA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7466,Tampa International Airport,Tampa,United States,TPA,27.97550011,-82.53320313,26
VX,EWR,SFO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,13331,San Francisco International Airport,San Francisco,United States,SFO,37.61899948,-122.375,13
9E,LGA,RSW,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3537,Southwest Florida International Airport,Fort Myers,United States,RSW,26.53619957,-81.75520325,30
EV,LGA,BNA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
EV,LGA,STL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4339,St Louis Lambert International Airport,St. Louis,United States,STL,38.748697,-90.370003,618
EV,LGA,RIC,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2454,Richmond International Airport,Richmond,United States,RIC,37.50519943,-77.31970215,167
9E,LGA,IAD,La Guardia Airport,New York,United States,40.77719879,-73.87259674,5700,Washington Dulles International Airport,Washington,United States,IAD,38.94449997,-77.45580292,312
9E,LGA,JAX,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2720,Jacksonville International Airport,Jacksonville,United States,JAX,30.49410057,-81.68789673,30
EV,LGA,CLT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
EV,LGA,BTV,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2589,Burlington International Airport,Burlington,United States,BTV,44.47190094,-73.15329742,335
VX,EWR,LAX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,16174,Los Angeles International Airport,Los Angeles,United States,LAX,33.94250107,-118.4079971,125
EV,LGA,CHS,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2884,Charleston Air Force Base-International Airport,Charleston,United States,CHS,32.89860153,-80.04049683,46
EV,LGA,SAV,La Guardia Airport,New York,United States,40.77719879,-73.87259674,804,Savannah Hilton Head International Airport,Savannah,United States,SAV,32.12760162,-81.20210266,50
9E,LGA,SDF,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1157,Louisville International Standiford Field,Louisville,United States,SDF,38.1744,-85.736,501
WN,EWR,AUS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2439,Austin Bergstrom International Airport,Austin,United States,AUS,30.19449997,-97.66989899,542
9E,LGA,IND,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2077,Indianapolis International Airport,Indianapolis,United States,IND,39.7173,-86.294403,797
9E,LGA,DAY,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1525,James M Cox Dayton International Airport,Dayton,United States,DAY,39.90240097,-84.2193985,1009
9E,LGA,SRQ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1211,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,27.39539909,-82.55439758,30
B6,JFK,ACK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,265,Nantucket Memorial Airport,Nantucket,United States,ACK,41.25310135,-70.06020355,47
EV,LGA,CMH,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3524,John Glenn Columbus International Airport,Columbus,United States,CMH,39.998001,-82.891899,815
EV,LGA,CVG,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3941,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.04880142,-84.6678009,896
EV,LGA,BGR,La Guardia Airport,New York,United States,40.77719879,-73.87259674,375,Bangor International Airport,Bangor,United States,BGR,44.80739975,-68.82810211,192
EV,LGA,MSN,La Guardia Airport,New York,United States,40.77719879,-73.87259674,572,Dane County Regional Truax Field,Madison,United States,MSN,43.13990021,-89.33750153,887
EV,LGA,ORF,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1536,Norfolk International Airport,Norfolk,United States,ORF,36.89459991,-76.20120239,26
9E,LGA,MCI,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2008,Kansas City International Airport,Kansas City,United States,MCI,39.2976,-94.713898,1026
9E,LGA,BNA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,6333,Nashville International Airport,Nashville,United States,BNA,36.12450027,-86.67819977,599
AA,JFK,IAH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7198,George Bush Intercontinental Houston Airport,Houston,United States,IAH,29.9843998,-95.34140015,97
YV,LGA,CLT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
9E,JFK,MCI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2008,Kansas City International Airport,Kansas City,United States,MCI,39.2976,-94.713898,1026
EV,LGA,OMA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,849,Eppley Airfield,Omaha,United States,OMA,41.3032,-95.894096,984
9E,LGA,MKE,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2802,General Mitchell International Airport,Milwaukee,United States,MKE,42.94720078,-87.89659882,723
WN,EWR,MSY,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3799,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057,-90.25800323,4
9E,LGA,DSM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,569,Des Moines International Airport,Des Moines,United States,DSM,41.5340004,-93.6631012,958
9E,LGA,BUF,La Guardia Airport,New York,United States,40.77719879,-73.87259674,4681,Buffalo Niagara International Airport,Buffalo,United States,BUF,42.94049835,-78.73220062,728
9E,LGA,GSP,La Guardia Airport,New York,United States,40.77719879,-73.87259674,849,Greenville Spartanburg International Airport,Greenville,United States,GSP,34.89569855,-82.21890259,964
B6,JFK,ABQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,254,Albuquerque International Sunport,Albuquerque,United States,ABQ,35.040199,-106.609001,5355
EV,LGA,ILM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,110,Wilmington International Airport,Wilmington,United States,ILM,34.27059937,-77.90260315,32
9E,LGA,SYR,La Guardia Airport,New York,United States,40.77719879,-73.87259674,1761,Syracuse Hancock International Airport,Syracuse,United States,SYR,43.11119843,-76.10630035,421
B6,JFK,MVY,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,221,Martha's Vineyard Airport,Vineyard Haven MA,United States,MVY,41.39310074,-70.61430359,67
9E,LGA,RDU,La Guardia Airport,New York,United States,40.77719879,-73.87259674,8163,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,35.87760162,-78.78749847,435
EV,EWR,CLE,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4573,Cleveland Hopkins International Airport,Cleveland,United States,CLE,41.4117012,-81.84980011,791
DL,JFK,PIT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2875,Pittsburgh International Airport,Pittsburgh,United States,PIT,40.49150085,-80.23290253,1203
EV,LGA,PWM,La Guardia Airport,New York,United States,40.77719879,-73.87259674,2352,Portland International Jetport Airport,Portland,United States,PWM,43.64619827,-70.30930328,76
EV,JFK,ATL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,17215,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,33.6367,-84.428101,1026
9E,LGA,CLT,La Guardia Airport,New York,United States,40.77719879,-73.87259674,14064,Charlotte Douglas International Airport,Charlotte,United States,CLT,35.2140007,-80.94309998,748
